cod_ibge,nome,variavel,populacao_estimada,integrado_snt,p_value,tau
3521408,Iracemápolis,Óbitos - ocupantes de motocicleta,22435,Sim,0.511121518516003,-0.04941465871138383
3521507,Irapuã,Óbitos - ocupantes de motocicleta,6946,Não,0.17886892515977543,0.10072313791986551
3521606,Irapuru,Óbitos - ocupantes de motocicleta,7145,Não,NA,NA
3521705,Itaberá,Óbitos - ocupantes de motocicleta,18258,Sim,0.004218793895697171,-0.2135463821178871
3521804,Itaí,Óbitos - ocupantes de motocicleta,25930,Sim,0.09281833270136508,-0.12565002468231795
3521903,Itajobi,Óbitos - ocupantes de motocicleta,17420,Não,0.7151717868894372,-0.027404147070089938
3522000,Itaju,Óbitos - ocupantes de motocicleta,3702,Não,NA,NA
3522109,Itanhaém,Óbitos - ocupantes de motocicleta,117435,Sim,0.18777599918009466,0.09605412996794174
3522158,Itaóca,Óbitos - ocupantes de motocicleta,3490,Não,0.1251915153918926,-0.1153390075428567
3522208,Itapecerica da Serra,Óbitos - ocupantes de motocicleta,163928,Sim,0.23832536964847806,0.0831623446699542
3522307,Itapetininga,Óbitos - ocupantes de motocicleta,163774,Sim,0.04415876738067183,0.14111784626198012
3522406,Itapeva,Óbitos - ocupantes de motocicleta,92324,Sim,0.9470100597394416,0.0049985797054003115
3522505,Itapevi,Óbitos - ocupantes de motocicleta,241924,Sim,0.03573122123924152,0.1491991230132865
3522604,Itapira,Óbitos - ocupantes de motocicleta,73919,Sim,0.6169723169017942,0.035973708595068786
3522653,Itapirapuã Paulista,Óbitos - ocupantes de motocicleta,4405,Não,0.6356384480267425,-0.03606434208585198
3522703,Itápolis,Óbitos - ocupantes de motocicleta,40464,Sim,0.41160753419681617,0.061274441201661776
3522802,Itaporanga,Óbitos - ocupantes de motocicleta,14260,Sim,0.40812566543785767,0.06181736907095416
3522901,Itapuí,Óbitos - ocupantes de motocicleta,13984,Não,0.5507451917408233,-0.04500395524079097
3523008,Itapura,Óbitos - ocupantes de motocicleta,4014,Não,0.1551955118710469,-0.10669034533731209
3523107,Itaquaquecetuba,Óbitos - ocupantes de motocicleta,382521,Sim,0.09217135583805035,0.11733544190511712
3523206,Itararé,Óbitos - ocupantes de motocicleta,45327,Sim,0.7759034080560054,0.02156378909235004
3523305,Itariri,Óbitos - ocupantes de motocicleta,15762,Sim,0.7669535260136876,0.022258097381695374
3523404,Itatiba,Óbitos - ocupantes de motocicleta,126403,Sim,0.09607849027654294,0.11882426971967869
3523503,Itatinga,Óbitos - ocupantes de motocicleta,19427,Sim,0.4840920826631669,0.05230851292393235
3523602,Itirapina,Óbitos - ocupantes de motocicleta,16433,Sim,0.8578346677481944,0.013546068728568068
3523701,Itirapuã,Óbitos - ocupantes de motocicleta,5861,Não,0.40131849058709146,-0.0628284065921951
3523800,Itobi,Óbitos - ocupantes de motocicleta,8210,Sim,0.16411439585699966,-0.10475744721782397
3523909,Itu,Óbitos - ocupantes de motocicleta,174561,Sim,0.5568266031776172,0.04080202199476378
3524006,Itupeva,Óbitos - ocupantes de motocicleta,74119,Sim,8.056509154842601e-6,0.32549887435486274
3524105,Ituverava,Óbitos - ocupantes de motocicleta,38451,Sim,0.954689597392099,-0.004485323268985896
3524204,Jaborandi,Óbitos - ocupantes de motocicleta,6293,Sim,0.7660380064758526,0.022793447307316018
3524303,Jaboticabal,Óbitos - ocupantes de motocicleta,73467,Sim,0.5781440752670259,-0.04070171195814871
3524402,Jacareí,Óbitos - ocupantes de motocicleta,249968,Sim,0.5573557154107109,-0.040795180092724155
3524501,Jaci,Óbitos - ocupantes de motocicleta,7878,Não,0.15712112343076404,0.10588855438153678
3524600,Jacupiranga,Óbitos - ocupantes de motocicleta,16254,Sim,0.38213367986505736,0.06552301900611673
3524709,Jaguariúna,Óbitos - ocupantes de motocicleta,61801,Sim,0.5020897473168611,0.04881721509287634
3524808,Jales,Óbitos - ocupantes de motocicleta,50017,Sim,0.9110406222615107,-0.008515191881381718
3524907,Jambeiro,Óbitos - ocupantes de motocicleta,6575,Não,0.035837615897516086,0.15648157651426514
3525003,Jandira,Óbitos - ocupantes de motocicleta,121988,Sim,0.06432887418485696,0.1381313013339588
3525102,Jardinópolis,Óbitos - ocupantes de motocicleta,46868,Sim,0.6327366005537126,-0.03569893912372523
3525201,Jarinu,Óbitos - ocupantes de motocicleta,39531,Sim,0.4081739315967233,0.06083879950996736
3525300,Jaú,Óbitos - ocupantes de motocicleta,137323,Sim,0.11842146679244361,0.11067308480423864
3525409,Jeriquara,Óbitos - ocupantes de motocicleta,3976,Não,0.33821787344196275,0.07212868417170396
3525508,Joanópolis,Óbitos - ocupantes de motocicleta,13095,Não,0.24263935479269644,0.08715865080190431
3525607,João Ramalho,Óbitos - ocupantes de motocicleta,4456,Não,0.6794017747040051,-0.03141799493711127
3525706,José Bonifácio,Óbitos - ocupantes de motocicleta,37859,Sim,0.35965063443540296,0.06800878617595199
3525805,Júlio Mesquita,Óbitos - ocupantes de motocicleta,4308,Não,0.6909743002727755,-0.0306865249425949
3525854,Jumirim,Óbitos - ocupantes de motocicleta,3123,Não,0.947335771289014,-0.005333199251166505
3525904,Jundiaí,Óbitos - ocupantes de motocicleta,460313,Sim,0.7012030368958959,0.025457239584388766
3526001,Junqueirópolis,Óbitos - ocupantes de motocicleta,20878,Sim,0.7463305381897678,0.024645023108052198
3526100,Juquiá,Óbitos - ocupantes de motocicleta,17255,Sim,0.0632016791096454,-0.13825238240977958
3526209,Juquitiba,Óbitos - ocupantes de motocicleta,28007,Sim,0.4583140241749474,0.05540256118283028
3526308,Lagoinha,Óbitos - ocupantes de motocicleta,5182,Não,0.7660380064758526,-0.022793447307316018
3526407,Laranjal Paulista,Óbitos - ocupantes de motocicleta,27009,Sim,0.07515381931738788,0.13161747803953172
3526506,Lavínia,Óbitos - ocupantes de motocicleta,9909,Não,0.12435118377932884,0.1150170872850181
3526605,Lavrinhas,Óbitos - ocupantes de motocicleta,7328,Não,0.277717754178902,-0.0814357285309551
3526704,Leme,Óbitos - ocupantes de motocicleta,101316,Sim,0.2388894544521541,0.08685772113760973
3526803,Lençóis Paulista,Óbitos - ocupantes de motocicleta,68395,Sim,0.2505632170140874,0.08383733878500446
3526902,Limeira,Óbitos - ocupantes de motocicleta,300728,Sim,0.0240721295129752,0.1520788657634972
3527009,Lindóia,Óbitos - ocupantes de motocicleta,7147,Sim,0.17886892515977543,-0.10072313791986551
3527108,Lins,Óbitos - ocupantes de motocicleta,76729,Sim,0.03910759132165097,0.1501955536119716
3527207,Lorena,Óbitos - ocupantes de motocicleta,87370,Sim,0.15995692294028238,-0.10225484511979144
3527256,Lourdes,Óbitos - ocupantes de motocicleta,1968,Não,NA,NA
3527306,Louveira,Óbitos - ocupantes de motocicleta,54111,Sim,0.3157880666913025,-0.073941134816689
3527405,Lucélia,Óbitos - ocupantes de motocicleta,20372,Sim,0.3367979596566929,0.07132962167677616
3527504,Lucianópolis,Óbitos - ocupantes de motocicleta,2419,Não,0.22442211277388147,-0.0910794332254103
3527603,Luís Antônio,Óbitos - ocupantes de motocicleta,12531,Sim,0.011630662681792466,0.18858800291379074
3527702,Luiziânia,Óbitos - ocupantes de motocicleta,4751,Não,0.1251915153918926,0.1153390075428567
3527801,Lupércio,Óbitos - ocupantes de motocicleta,4017,Não,0.6356384480267425,0.03606434208585198
3527900,Lutécia,Óbitos - ocupantes de motocicleta,2699,Não,0.16113775950833747,0.10518766441706826
3528007,Macatuba,Óbitos - ocupantes de motocicleta,17120,Não,0.09082579875075089,0.12642088372944874
3528106,Macaubal,Óbitos - ocupantes de motocicleta,7587,Não,0.2898265651329945,-0.07964208877292311
3528205,Macedônia,Óbitos - ocupantes de motocicleta,4048,Sim,0.9773469290286855,-0.0031744680975098172
3528304,Magda,Óbitos - ocupantes de motocicleta,3212,Não,0.5895354407704203,-0.041268085267627624
3528403,Mairinque,Óbitos - ocupantes de motocicleta,51660,Sim,0.14507693776318228,0.10668317646871929
3528502,Mairiporã,Óbitos - ocupantes de motocicleta,97399,Sim,0.7186672988013736,-0.02634485115018571
3528601,Manduri,Óbitos - ocupantes de motocicleta,10092,Não,0.5655513939816165,0.04357774668707114
3528700,Marabá Paulista,Óbitos - ocupantes de motocicleta,4627,Não,0.18347214322977842,0.09961730990794454
3528809,Maracaí,Óbitos - ocupantes de motocicleta,12826,Não,0.6593956232242126,0.03321416304145341
3528858,Marapoama,Óbitos - ocupantes de motocicleta,3392,Não,0.5931398250485791,-0.04057238484658347
3528908,Mariápolis,Óbitos - ocupantes de motocicleta,3539,Sim,0.9758733198034499,0.0030053618404876645
3529005,Marília,Óbitos - ocupantes de motocicleta,246627,Sim,0.1600846878751046,0.09873608914690338
3529104,Marinópolis,Óbitos - ocupantes de motocicleta,1870,Não,NA,NA
3529203,Martinópolis,Óbitos - ocupantes de motocicleta,25299,Sim,0.04244684906792965,0.15156396635319952
3529302,Matão,Óbitos - ocupantes de motocicleta,80998,Sim,0.7415893226864019,0.024335860607074603
3529401,Mauá,Óbitos - ocupantes de motocicleta,429380,Sim,0.7410598958268086,-0.023241518304379604
3529500,Mendonça,Óbitos - ocupantes de motocicleta,6369,Não,0.41792407468262727,-0.060987872524980696
3529609,Meridiano,Óbitos - ocupantes de motocicleta,4697,Não,0.4856259765491318,0.05250461444758947
3529658,Mesópolis,Óbitos - ocupantes de motocicleta,1988,Não,0.4274884149236913,-0.0597557942921528
3529708,Miguelópolis,Óbitos - ocupantes de motocicleta,19655,Sim,0.9299447825891605,0.006937731424177066
3529807,Mineiros do Tietê,Óbitos - ocupantes de motocicleta,11349,Não,0.3273102089257416,0.07316190433257846
3529906,Miracatu,Óbitos - ocupantes de motocicleta,18679,Sim,0.08142919943265282,-0.1295983891929179
3530003,Mira Estrela,Óbitos - ocupantes de motocicleta,3199,Não,0.7120248789907961,-0.028570212877588357
3530102,Mirandópolis,Óbitos - ocupantes de motocicleta,28737,Sim,0.9405023211156347,-0.005889037878853311
3530201,Mirante do Paranapanema,Óbitos - ocupantes de motocicleta,16069,Não,0.4544352925411501,0.05583111252661252
3530300,Mirassol,Óbitos - ocupantes de motocicleta,65485,Sim,0.032048929473699285,0.15880517045826717
3530409,Mirassolândia,Óbitos - ocupantes de motocicleta,4771,Sim,0.36353630832338846,0.06878014211271272
3530508,Mococa,Óbitos - ocupantes de motocicleta,69324,Sim,0.9088301971418511,-0.008597662736557387
3530607,Mogi das Cruzes,Óbitos - ocupantes de motocicleta,468120,Sim,0.40524580587176595,0.05597066884725731
3530706,Mogi Guaçu,Óbitos - ocupantes de motocicleta,159735,Sim,0.027686956423864564,0.1564449270808292
3530805,Moji Mirim,Óbitos - ocupantes de motocicleta,95534,Sim,0.05844358925814683,0.13483279699345593
3530904,Mombuca,Óbitos - ocupantes de motocicleta,3815,Não,0.9604462851213468,-0.004312273814897625
3531001,Monções,Óbitos - ocupantes de motocicleta,1954,Sim,NA,NA
3531100,Mongaguá,Óbitos - ocupantes de motocicleta,64519,Sim,0.8804617520247588,-0.011235039630760522
3531209,Monte Alegre do Sul,Óbitos - ocupantes de motocicleta,8873,Sim,0.14925913654265321,0.10789472331206083
3531308,Monte Alto,Óbitos - ocupantes de motocicleta,48725,Sim,0.5276901602697077,-0.04630363422678574
3531407,Monte Aprazível,Óbitos - ocupantes de motocicleta,22650,Não,0.7466106398278965,-0.024358765097694714
3531506,Monte Azul Paulista,Óbitos - ocupantes de motocicleta,18363,Sim,0.25107788843185874,0.0856228155454831
3531605,Monte Castelo,Óbitos - ocupantes de motocicleta,4301,Não,0.18201522828242966,-0.10052482308781088
3531704,Monteiro Lobato,Óbitos - ocupantes de motocicleta,4205,Não,1,-4.812430430335485e-4
3531803,Monte Mor,Óbitos - ocupantes de motocicleta,67296,Sim,0.9034480892882921,-0.009134929099066201
3531902,Morro Agudo,Óbitos - ocupantes de motocicleta,28561,Sim,0.815896052899971,-0.017585692995529062
3532009,Morungaba,Óbitos - ocupantes de motocicleta,14081,Sim,0.1927598594803587,-0.09739328518956747
3532058,Motuca,Óbitos - ocupantes de motocicleta,4079,Não,0.9321137683011886,0.007407092227522907
3532108,Murutinga do Sul,Óbitos - ocupantes de motocicleta,3763,Não,0.8647180811901104,-0.013756028422542543
3532157,Nantes,Óbitos - ocupantes de motocicleta,2699,Não,0.6701599895852286,-0.03280283700760145
3532207,Narandiba,Óbitos - ocupantes de motocicleta,5908,Não,0.3942935302964174,0.06454751798269961
3532306,Natividade da Serra,Óbitos - ocupantes de motocicleta,7134,Sim,0.9827946018605793,-0.002143045487656713
3532405,Nazaré Paulista,Óbitos - ocupantes de motocicleta,18620,Sim,0.9073658491455625,0.008909801820840625
3532504,Neves Paulista,Óbitos - ocupantes de motocicleta,9921,Não,0.42753050706814605,0.059589111138202366
3532603,Nhandeara,Óbitos - ocupantes de motocicleta,9944,Não,0.05948994620166818,0.14107295765879374
3532702,Nipoã,Óbitos - ocupantes de motocicleta,4860,Sim,0.7463305381897678,-0.024645023108052198
3532801,Nova Aliança,Óbitos - ocupantes de motocicleta,6858,Não,0.14449316082295482,0.10929531987049236
3532827,Nova Campina,Óbitos - ocupantes de motocicleta,8631,Sim,0.7246616384610914,0.02678806859570891
3532843,Nova Canaã Paulista,Óbitos - ocupantes de motocicleta,2058,Sim,0.9736248523523469,0.0030801955820697322
3532868,Nova Castilho,Óbitos - ocupantes de motocicleta,1074,Não,NA,NA
3532900,Nova Europa,Óbitos - ocupantes de motocicleta,9459,Não,0.5655513939816165,0.04357774668707114
3533007,Nova Granada,Óbitos - ocupantes de motocicleta,19725,Sim,0.9857364654370249,-0.0016655380917934013
3533106,Nova Guataporanga,Óbitos - ocupantes de motocicleta,2188,Não,0.7091514207853601,-0.02855093748463281
3533205,Nova Independência,Óbitos - ocupantes de motocicleta,4795,Não,NA,NA
3533254,Novais,Óbitos - ocupantes de motocicleta,4469,Não,0.2718439451128599,-0.08264745061341078
3533304,Nova Luzitânia,Óbitos - ocupantes de motocicleta,2838,Sim,NA,NA
3533403,Nova Odessa,Óbitos - ocupantes de motocicleta,64228,Sim,0.16126316102633265,-0.10355049812589605
3533502,Novo Horizonte,Óbitos - ocupantes de motocicleta,39435,Sim,0.7564669616478084,0.0232232505855865
3533601,Nuporanga,Óbitos - ocupantes de motocicleta,7550,Não,0.4179664780400249,0.06081775260496943
3533700,Ocauçu,Óbitos - ocupantes de motocicleta,4412,Não,0.23281706839079228,-0.08918915794499072
3533809,Óleo,Óbitos - ocupantes de motocicleta,2540,Não,0.2546406180788838,0.08565281245389844
3533908,Olímpia,Óbitos - ocupantes de motocicleta,56701,Sim,0.08172071370566517,0.12902017406766003
3534005,Onda Verde,Óbitos - ocupantes de motocicleta,4912,Não,0.28395592318907753,-0.08029882040599873
3534104,Oriente,Óbitos - ocupantes de motocicleta,6180,Não,0.3463509216888616,-0.07072050109267153
3534203,Orindiúva,Óbitos - ocupantes de motocicleta,6145,Não,0.9197055690101708,0.008247580463246251
3534302,Orlândia,Óbitos - ocupantes de motocicleta,39193,Sim,0.8266762184417371,0.01631451238095559
3534401,Osasco,Óbitos - ocupantes de motocicleta,756952,Sim,0.8029116596572212,0.016941075701383528
3534500,Oscar Bressane,Óbitos - ocupantes de motocicleta,2504,Não,0.19149116416056666,-0.09840851102280435
3534609,Osvaldo Cruz,Óbitos - ocupantes de motocicleta,32099,Sim,0.8923502334126922,-0.010434091496298408
3534708,Ourinhos,Óbitos - ocupantes de motocicleta,106877,Sim,0.6116968452935017,0.03706678804301231
3534757,Ouroeste,Óbitos - ocupantes de motocicleta,10596,Não,0.48115233536582475,0.05294427719076839
3534807,Ouro Verde,Óbitos - ocupantes de motocicleta,7901,Não,0.8424453192562011,-0.015872340487549087
3534906,Pacaembu,Óbitos - ocupantes de motocicleta,15217,Não,0.2435372386564714,-0.08735805736476784
3535002,Palestina,Óbitos - ocupantes de motocicleta,11689,Não,0.8817267151677857,-0.011704743211864982
3535101,Palmares Paulista,Óbitos - ocupantes de motocicleta,9709,Sim,0.9385745203780035,-0.00615369144365366
3535200,Palmeira d'Oeste,Óbitos - ocupantes de motocicleta,8994,Sim,0.24459760322677254,-0.0871070723257787
3535309,Palmital,Óbitos - ocupantes de motocicleta,19767,Não,0.36662095161664116,-0.06762084652681209
3535408,Panorama,Óbitos - ocupantes de motocicleta,15214,Sim,0.7251693668307789,0.026493158173266067
3535507,Paraguaçu Paulista,Óbitos - ocupantes de motocicleta,42087,Sim,0.40373776645301784,0.06229508196721312
3535606,Paraibuna,Óbitos - ocupantes de motocicleta,17950,Sim,0.8582141067507861,0.013557843012529602
3535705,Paraíso,Óbitos - ocupantes de motocicleta,6211,Sim,0.1121385085543875,-0.11893902456494757
3535804,Paranapanema,Óbitos - ocupantes de motocicleta,19799,Sim,0.4819827953415373,0.052602357532426834
3535903,Paranapuã,Óbitos - ocupantes de motocicleta,4111,Não,0.8424453192562011,0.015872340487549087
3536000,Parapuã,Óbitos - ocupantes de motocicleta,10729,Não,0.22185093242443926,0.09062652415938227
3536109,Pardinho,Óbitos - ocupantes de motocicleta,7382,Não,0.7913954786798235,0.02032929084166023
3536208,Pariquera-Açu,Óbitos - ocupantes de motocicleta,19576,Sim,0.37484825862161614,-0.06557072255731698
3536257,Parisi,Óbitos - ocupantes de motocicleta,3001,Sim,0.8202979028298376,0.01798865255255563
3536307,Patrocínio Paulista,Óbitos - ocupantes de motocicleta,14837,Sim,0.9609416319943902,0.004014898829186676
3536406,Paulicéia,Óbitos - ocupantes de motocicleta,8200,Sim,0.25088723267706076,-0.08572707378094835
3536505,Paulínia,Óbitos - ocupantes de motocicleta,115690,Sim,0.4950240251686222,0.04935481597115505
3536570,Paulistânia,Óbitos - ocupantes de motocicleta,2146,Não,NA,NA
3536604,Paulo de Faria,Óbitos - ocupantes de motocicleta,7430,Não,0.6610258388663057,-0.03321720505867905
3536703,Pederneiras,Óbitos - ocupantes de motocicleta,46223,Sim,0.3284772305685732,0.07136460942425903
3536802,Pedra Bela,Óbitos - ocupantes de motocicleta,6718,Não,0.23445902902780041,0.08902340288485627
3536901,Pedranópolis,Óbitos - ocupantes de motocicleta,2848,Sim,0.5509749525416405,-0.04550070939764072
3537008,Pedregulho,Óbitos - ocupantes de motocicleta,15742,Sim,0.005935106463025451,0.2046863395522705
3537107,Pedreira,Óbitos - ocupantes de motocicleta,44332,Sim,0.7702850707469373,-0.02204570928285044
3537156,Pedrinhas Paulista,Óbitos - ocupantes de motocicleta,2838,Não,0.8686985402333434,0.012936821444692874
3537206,Pedro de Toledo,Óbitos - ocupantes de motocicleta,11539,Sim,0.3034258381172725,0.07708590471307851
3537305,Penápolis,Óbitos - ocupantes de motocicleta,63317,Sim,0.0015642738344161708,0.23158213983087125
3537404,Pereira Barreto,Óbitos - ocupantes de motocicleta,24389,Sim,0.6105359924993022,-0.03832403427860009
3537503,Pereiras,Óbitos - ocupantes de motocicleta,8969,Não,0.04729736902866611,-0.14762604228382573
3537602,Peruíbe,Óbitos - ocupantes de motocicleta,70543,Sim,0.39019231293119583,0.06311076123088746
3537701,Piacatu,Óbitos - ocupantes de motocicleta,5623,Não,0.9277081202098714,-0.007513404601219162
3537800,Piedade,Óbitos - ocupantes de motocicleta,54237,Sim,0.15828764435277687,0.1017612869616581
3537909,Pilar do Sul,Óbitos - ocupantes de motocicleta,28417,Sim,0.5938829238650635,-0.03959051748113172
3538006,Pindamonhangaba,Óbitos - ocupantes de motocicleta,172027,Sim,0.5234403607186844,0.045229615087787965
3538105,Pindorama,Óbitos - ocupantes de motocicleta,14721,Não,0.5432937159173826,0.0456357437151392
3538204,Pinhalzinho,Óbitos - ocupantes de motocicleta,15605,Sim,0.9875771738426832,-0.0014366735993738763
3538303,Piquerobi,Óbitos - ocupantes de motocicleta,3296,Não,0.13308032946936996,0.11270106901828741
3538501,Piquete,Óbitos - ocupantes de motocicleta,12570,Sim,0.09833299354575831,-0.12367946205962198
3538600,Piracaia,Óbitos - ocupantes de motocicleta,26764,Sim,0.5338546638260255,0.04580904737482526
3538709,Piracicaba,Óbitos - ocupantes de motocicleta,438827,Sim,4.303675841559121e-4,0.23538878704100064
3538808,Piraju,Óbitos - ocupantes de motocicleta,30261,Sim,0.42111180227393624,0.06029247892292113
3538907,Pirajuí,Óbitos - ocupantes de motocicleta,22743,Sim,0.1033324611730315,0.12139153959092627
3539004,Pirangi,Óbitos - ocupantes de motocicleta,11076,Não,0.03274545800818459,0.15899430606353643
3539103,Pirapora do Bom Jesus,Óbitos - ocupantes de motocicleta,18836,Sim,0.9775708369676407,-0.00239472963543515
3539202,Pirapozinho,Óbitos - ocupantes de motocicleta,26065,Sim,0.05707247497398281,0.14157973174366617
3539301,Pirassununga,Óbitos - ocupantes de motocicleta,75475,Sim,0.8702023423654062,0.01213540557802853
3539400,Piratininga,Óbitos - ocupantes de motocicleta,15554,Não,0.17521914450331708,0.10147653128230608
3539509,Pitangueiras,Óbitos - ocupantes de motocicleta,34416,Sim,0.23581525614650023,-0.08806308533173252
3539608,Planalto,Óbitos - ocupantes de motocicleta,4454,Não,0.5019561694349003,0.050358646505194546
3539707,Platina,Óbitos - ocupantes de motocicleta,3061,Não,0.16494849846543522,0.10411061067395694
3539806,Poá,Óbitos - ocupantes de motocicleta,106431,Sim,0.11558302803781192,0.11713859910581222
3539905,Poloni,Óbitos - ocupantes de motocicleta,5696,Sim,0.1799953319991652,-0.10067962165633676
3540002,Pompéia,Óbitos - ocupantes de motocicleta,20512,Não,0.5314835025931843,0.04702240187497789
3540101,Pongaí,Óbitos - ocupantes de motocicleta,3443,Não,0.848103730675566,0.015026809202438323
3540200,Pontal,Óbitos - ocupantes de motocicleta,38376,Sim,0.49465645960359794,0.05087565115816085
3540259,Pontalinda,Óbitos - ocupantes de motocicleta,4196,Sim,NA,NA
3540309,Pontes Gestal,Óbitos - ocupantes de motocicleta,2415,Não,NA,NA
3540408,Populina,Óbitos - ocupantes de motocicleta,4185,Não,NA,NA
3540507,Porangaba,Óbitos - ocupantes de motocicleta,10773,Sim,0.7916664406608814,0.020027560403890192
3540606,Porto Feliz,Óbitos - ocupantes de motocicleta,58345,Sim,0.027649678850299363,0.1612077762650359
3540705,Porto Ferreira,Óbitos - ocupantes de motocicleta,53940,Sim,0.14722103870207465,0.10614987731940714
3540754,Potim,Óbitos - ocupantes de motocicleta,20767,Sim,0.9385745203780035,0.00615369144365366
3540804,Potirendaba,Óbitos - ocupantes de motocicleta,18994,Sim,0.36235348711835214,0.06795680825235742
3540853,Pracinha,Óbitos - ocupantes de motocicleta,2599,Não,NA,NA
3540903,Pradópolis,Óbitos - ocupantes de motocicleta,17309,Sim,0.35206252156941825,-0.06949654535306027
3541000,Praia Grande,Óbitos - ocupantes de motocicleta,365577,Sim,0.3831285594620903,-0.05922459437630085
3541059,Pratânia,Óbitos - ocupantes de motocicleta,5246,Não,0.24434118479382266,-0.08782695069777162
3541109,Presidente Alves,Óbitos - ocupantes de motocicleta,3841,Não,NA,NA
3541208,Presidente Bernardes,Óbitos - ocupantes de motocicleta,14772,Não,0.2940020944142339,-0.0785078216641535
3541307,Presidente Epitácio,Óbitos - ocupantes de motocicleta,40383,Sim,0.6181698560908733,0.037101729532532594
3541406,Presidente Prudente,Óbitos - ocupantes de motocicleta,234083,Sim,0.22097536647008992,-0.08414916563968429
3541505,Presidente Venceslau,Óbitos - ocupantes de motocicleta,35902,NA,0.7907046342587474,0.02001426471411063
3541604,Promissão,Óbitos - ocupantes de motocicleta,35991,Sim,0.5859917603811122,-0.0403424724354447
3541653,Quadra,Óbitos - ocupantes de motocicleta,3472,Não,0.8515432908449925,-0.014358613368525206
3541703,Quatá,Óbitos - ocupantes de motocicleta,13399,Sim,0.2651872152977648,0.0835787740186118
3541802,Queiroz,Óbitos - ocupantes de motocicleta,3351,Não,0.13233766225136445,0.11322269547785016
3541901,Queluz,Óbitos - ocupantes de motocicleta,9146,Sim,0.4309181444591081,-0.05899155733465646
3542008,Quintana,Óbitos - ocupantes de motocicleta,7225,Não,0.6794017747040051,0.03141799493711127
3542107,Rafard,Óbitos - ocupantes de motocicleta,9133,Sim,0.5385947734127231,0.0465831085275588
3542206,Rancharia,Óbitos - ocupantes de motocicleta,29305,Sim,0.3986431657673478,0.06293529621982251
3542305,Redenção da Serra,Óbitos - ocupantes de motocicleta,4611,Não,0.11834981273562829,0.11745531960786325
3542404,Regente Feijó,Óbitos - ocupantes de motocicleta,20565,Não,0.24755535434472312,0.08650061513547111
3542503,Reginópolis,Óbitos - ocupantes de motocicleta,7808,Não,0.9341251357095105,-0.00677643028055341
3542602,Registro,Óbitos - ocupantes de motocicleta,61732,Sim,8.649010914792149e-4,0.24501892386346244
3542701,Restinga,Óbitos - ocupantes de motocicleta,6492,Não,0.22995446219683288,-0.09000791048158194
3542800,Ribeira,Óbitos - ocupantes de motocicleta,3166,Não,0.284131873595201,0.08036420578712673
3542909,Ribeirão Bonito,Óbitos - ocupantes de motocicleta,11079,Não,0.06673129160696264,0.13668775479981377
3543006,Ribeirão Branco,Óbitos - ocupantes de motocicleta,18930,Sim,0.7787618899711324,0.021213582252947557
3543105,Ribeirão Corrente,Óbitos - ocupantes de motocicleta,4706,Não,0.7120248789907961,0.028570212877588357
3543204,Ribeirão do Sul,Óbitos - ocupantes de motocicleta,4768,Não,NA,NA
3543238,Ribeirão dos Índios,Óbitos - ocupantes de motocicleta,2045,Não,NA,NA
3543253,Ribeirão Grande,Óbitos - ocupantes de motocicleta,7570,Sim,0.959799759679487,-0.004508042760731497
3543303,Ribeirão Pires,Óbitos - ocupantes de motocicleta,118877,Sim,0.6059480626551408,-0.03705649635193663
3543402,Ribeirão Preto,Óbitos - ocupantes de motocicleta,728400,Sim,2.0882468440874024e-4,0.24191428762671366
3543501,Riversul,Óbitos - ocupantes de motocicleta,5647,Sim,0.04398380619013542,0.15011672720119898
3543600,Rifaina,Óbitos - ocupantes de motocicleta,4158,Sim,0.7737430817203038,0.02185078604201031
3543709,Rincão,Óbitos - ocupantes de motocicleta,9145,Não,0.5612187236724631,-0.04364416030450194
3543808,Rinópolis,Óbitos - ocupantes de motocicleta,9357,Sim,1,0.0010581560325032724
3543907,Rio Claro,Óbitos - ocupantes de motocicleta,208857,Sim,0.1964663049945842,0.08992631219710043
3544004,Rio das Pedras,Óbitos - ocupantes de motocicleta,32267,Sim,0.6725365788389516,-0.03151703517979875
3544103,Rio Grande da Serra,Óbitos - ocupantes de motocicleta,45317,Sim,0.4771828256301491,0.053595403128013336
3544202,Riolândia,Óbitos - ocupantes de motocicleta,10453,Não,0.4741462981912141,0.05409651312877796
3544251,Rosana,Óbitos - ocupantes de motocicleta,17533,Sim,0.6867582008604683,-0.030332746314319124
3544301,Roseira,Óbitos - ocupantes de motocicleta,11095,Não,0.8870988466073298,-0.011639716357535997
3544400,Rubiácea,Óbitos - ocupantes de motocicleta,2741,Não,0.6092711424152878,-0.03915177320262108
3544509,Rubinéia,Óbitos - ocupantes de motocicleta,3965,Não,0.16113775950833747,-0.10518766441706826
3544608,Sabino,Óbitos - ocupantes de motocicleta,5185,Não,NA,NA
3544707,Sagres,Óbitos - ocupantes de motocicleta,2519,Não,0.8424453192562011,0.015872340487549087
3544806,Sales,Óbitos - ocupantes de motocicleta,6612,Não,0.4569349914971402,0.05605955959366912
3544905,Sales Oliveira,Óbitos - ocupantes de motocicleta,11654,Não,0.14125288928168275,-0.10996341127565179
3545001,Salesópolis,Óbitos - ocupantes de motocicleta,15396,Sim,0.8272463572298027,0.016271514782577177
3545100,Salmourão,Óbitos - ocupantes de motocicleta,4883,Não,0.6092711424152878,-0.03915177320262108
3545159,Saltinho,Óbitos - ocupantes de motocicleta,8371,Sim,0.5931398250485791,-0.04057238484658347
