cod_ibge,nome,variavel,populacao_estimada,integrado_snt,p_value,tau
3539202,Pirapozinho,Óbitos - pedestres,26065,Sim,0.1614681782850523,-0.10434276989609527
3539301,Pirassununga,Óbitos - pedestres,75475,Sim,0.00996678649292255,-0.1909770842273525
3539400,Piratininga,Óbitos - pedestres,15554,Não,0.21758098283122784,0.0923053716548049
3539509,Pitangueiras,Óbitos - pedestres,34416,Sim,0.19017972039001738,0.09804881700221497
3539608,Planalto,Óbitos - pedestres,4454,Não,0.23302620839151553,-0.08994326276277816
3539707,Platina,Óbitos - pedestres,3061,Não,0.21152242941072893,0.09417588689279124
3539806,Poá,Óbitos - pedestres,106431,Sim,0.022321265034831495,-0.17056060703061657
3539905,Poloni,Óbitos - pedestres,5696,Sim,0.5895354407704203,0.041268085267627624
3540002,Pompéia,Óbitos - pedestres,20512,Não,0.5740749662855723,0.0425066990325623
3540101,Pongaí,Óbitos - pedestres,3443,Não,0.19004030095174218,-0.09822118551684171
3540200,Pontal,Óbitos - pedestres,38376,Sim,0.5615416664424238,-0.043415558841378446
3540259,Pontalinda,Óbitos - pedestres,4196,Sim,0.04273655335773929,-0.15177077294462707
3540309,Pontes Gestal,Óbitos - pedestres,2415,Não,NA,NA
3540408,Populina,Óbitos - pedestres,4185,Não,0.36353630832338846,0.06878014211271272
3540507,Porangaba,Óbitos - pedestres,10773,Sim,0.47864355701416145,0.05318927425202417
3540606,Porto Feliz,Óbitos - pedestres,58345,Sim,0.859897526190678,-0.013217479303549306
3540705,Porto Ferreira,Óbitos - pedestres,53940,Sim,0.44134841398486835,-0.05722380618282211
3540754,Potim,Óbitos - pedestres,20767,Sim,0.9773469290286855,0.0031744680975098172
3540804,Potirendaba,Óbitos - pedestres,18994,Sim,NA,NA
3540853,Pracinha,Óbitos - pedestres,2599,Não,NA,NA
3540903,Pradópolis,Óbitos - pedestres,17309,Sim,0.8686985402333434,0.012936821444692874
3541000,Praia Grande,Óbitos - pedestres,365577,Sim,0.44617291063059283,-0.052402352468442936
3541059,Pratânia,Óbitos - pedestres,5246,Não,NA,NA
3541109,Presidente Alves,Óbitos - pedestres,3841,Não,NA,NA
3541208,Presidente Bernardes,Óbitos - pedestres,14772,Não,0.36960868651836276,-0.06762064141097245
3541307,Presidente Epitácio,Óbitos - pedestres,40383,Sim,0.17726533946990441,-0.10052081460118309
3541406,Presidente Prudente,Óbitos - pedestres,234083,Sim,0.05022184547736509,-0.14140168397179162
3541505,Presidente Venceslau,Óbitos - pedestres,35902,NA,0.6676733783129729,0.032409441603242606
3541604,Promissão,Óbitos - pedestres,35991,Sim,0.8363037561487288,0.0158810204201071
3541653,Quadra,Óbitos - pedestres,3472,Não,0.41418060133573203,-0.061609917729997125
3541703,Quatá,Óbitos - pedestres,13399,Sim,0.027262885210580824,0.16529490122682156
3541802,Queiroz,Óbitos - pedestres,3351,Não,NA,NA
3541901,Queluz,Óbitos - pedestres,9146,Sim,0.03581590888822128,-0.15627123734085926
3542008,Quintana,Óbitos - pedestres,7225,Não,NA,NA
3542107,Rafard,Óbitos - pedestres,9133,Sim,0.08844005775636596,-0.12772787822072573
3542206,Rancharia,Óbitos - pedestres,29305,Sim,0.029075397941674117,0.16314139158837296
3542305,Redenção da Serra,Óbitos - pedestres,4611,Não,0.26811499823190443,0.08359432656775853
3542404,Regente Feijó,Óbitos - pedestres,20565,Não,0.9824339102959517,0.0020512304812178865
3542503,Reginópolis,Óbitos - pedestres,7808,Não,NA,NA
3542602,Registro,Óbitos - pedestres,61732,Sim,0.8733943638616095,0.01183296896895923
3542701,Restinga,Óbitos - pedestres,6492,Não,0.6646647575581806,-0.03305898024536431
3542800,Ribeira,Óbitos - pedestres,3166,Não,0.06506401000750683,0.13824664466243256
3542909,Ribeirão Bonito,Óbitos - pedestres,11079,Não,0.2149903090613985,0.0931662170551176
3543006,Ribeirão Branco,Óbitos - pedestres,18930,Sim,0.9690961334457869,-0.0033687013012348396
3543105,Ribeirão Corrente,Óbitos - pedestres,4706,Não,NA,NA
3543204,Ribeirão do Sul,Óbitos - pedestres,4768,Não,0.8870988466073298,-0.011639716357535997
3543238,Ribeirão dos Índios,Óbitos - pedestres,2045,Não,NA,NA
3543253,Ribeirão Grande,Óbitos - pedestres,7570,Sim,0.8202979028298376,-0.01798865255255563
3543303,Ribeirão Pires,Óbitos - pedestres,118877,Sim,0.0023929644456833726,-0.22115498651604812
3543402,Ribeirão Preto,Óbitos - pedestres,728400,Sim,0.7432736917064428,-0.022147998557521618
3543501,Riversul,Óbitos - pedestres,5647,Sim,0.19149116416056666,-0.09840851102280435
3543600,Rifaina,Óbitos - pedestres,4158,Sim,0.48748799218860245,-0.05236332489518544
3543709,Rincão,Óbitos - pedestres,9145,Não,0.3487366601388051,-0.07089645417771925
3543808,Rinópolis,Óbitos - pedestres,9357,Sim,0.1494211376755196,0.10819302625755592
3543907,Rio Claro,Óbitos - pedestres,208857,Sim,0.07845466223746157,0.12867823457518296
3544004,Rio das Pedras,Óbitos - pedestres,32267,Sim,0.1315917286268346,-0.11234117037593533
3544103,Rio Grande da Serra,Óbitos - pedestres,45317,Sim,0.9292438240706498,-0.007059236958769119
3544202,Riolândia,Óbitos - pedestres,10453,Não,0.23028082236750413,-0.09016085521462994
3544251,Rosana,Óbitos - pedestres,17533,Sim,0.5700997559707528,0.04338439733263417
3544301,Roseira,Óbitos - pedestres,11095,Não,0.45334062179325385,-0.05627271044054731
3544400,Rubiácea,Óbitos - pedestres,2741,Não,NA,NA
3544509,Rubinéia,Óbitos - pedestres,3965,Não,NA,NA
3544608,Sabino,Óbitos - pedestres,5185,Não,0.4777780974592953,-0.053965957657666895
3544707,Sagres,Óbitos - pedestres,2519,Não,0.9277081202098714,-0.007513404601219162
3544806,Sales,Óbitos - pedestres,6612,Não,0.09957381056563878,-0.12380425580288287
3544905,Sales Oliveira,Óbitos - pedestres,11654,Não,0.9472785175350908,-0.005544352047725518
3545001,Salesópolis,Óbitos - pedestres,15396,Sim,0.6889109685287718,-0.030318311711113557
3545100,Salmourão,Óbitos - pedestres,4883,Não,NA,NA
3545159,Saltinho,Óbitos - pedestres,8371,Sim,0.32030416261919686,0.07512907830773234
3545209,Salto,Óbitos - pedestres,140125,Sim,0.7790410205438302,-0.02077369943906166
3545308,Salto de Pirapora,Óbitos - pedestres,45138,Sim,0.484877177183229,0.05216095380029806
3545407,Salto Grande,Óbitos - pedestres,9212,Não,0.06867259775817605,-0.1357285424854291
3545506,Sandovalina,Óbitos - pedestres,3699,Não,0.2898265651329945,-0.07964208877292311
3545605,Santa Adélia,Óbitos - pedestres,14203,Não,0.6292953413654911,-0.037035461137614537
3545704,Santa Albertina,Óbitos - pedestres,6543,Não,NA,NA
3545803,Santa Bárbara d'Oeste,Óbitos - pedestres,189338,Sim,0.5552753999073623,-0.043283152577547786
3546009,Santa Branca,Óbitos - pedestres,14212,Sim,0.36353630832338846,-0.06878014211271272
3546108,Santa Clara d'Oeste,Óbitos - pedestres,2677,Sim,NA,NA
3546207,Santa Cruz da Conceição,Óbitos - pedestres,4365,Sim,0.636024943159462,0.0355591378599683
3546256,Santa Cruz da Esperança,Óbitos - pedestres,2162,Não,0.16411439585699966,0.10475744721782397
3546306,Santa Cruz das Palmeiras,Óbitos - pedestres,29525,Sim,0.5448573180911744,-0.04553731668303708
3546405,Santa Cruz do Rio Pardo,Óbitos - pedestres,47677,Sim,0.870351177084848,-0.012396315341645437
3546504,Santa Ernestina,Óbitos - pedestres,6256,Não,0.6701599895852286,0.03280283700760145
3546603,Santa Fé do Sul,Óbitos - pedestres,36098,Sim,0.5611534251202477,-0.043793116916052914
3546702,Santa Gertrudes,Óbitos - pedestres,24107,Sim,0.4748952956103497,-0.053353204172876305
3546801,Santa Isabel,Óbitos - pedestres,54586,Sim,0.1801604236928504,-0.09793510543986927
3546900,Santa Lucia,Óbitos - pedestres,7181,Não,0.4432770342080009,0.05819858178767998
3547007,Santa Maria da Serra,Óbitos - pedestres,5314,Não,0.7854787980035014,0.021037532883413652
3547106,Santa Mercedes,Óbitos - pedestres,3012,Não,NA,NA
3547205,Santana da Ponte Pensa,Óbitos - pedestres,1698,Não,NA,NA
3547304,Santana de Parnaíba,Óbitos - pedestres,162341,Sim,0.6156213279534045,-0.03705171531545578
3547403,Santa Rita d'Oeste,Óbitos - pedestres,2790,Não,0.6092711424152878,-0.03915177320262108
3547502,Santa Rita do Passa Quatro,Óbitos - pedestres,25060,Sim,0.8933374852325573,0.010326336169119089
3547601,Santa Rosa do Viterbo,Óbitos - pedestres,23725,Sim,0.1089623194960431,-0.12021447361950659
3547650,Santa Salete,Óbitos - pedestres,1686,Não,0.42657486437015874,-0.060314893852686534
3547700,Santo Anastácio,Óbitos - pedestres,18045,Sim,0.936974335906366,0.006429136462970139
3547809,Santo André,Óbitos - pedestres,778711,Sim,0.33088310694025574,-0.06660056204397097
3547908,Santo Antonio da Alegria,Óbitos - pedestres,6917,Não,0.23028082236750413,-0.09016085521462994
3548005,Santo Antonio de Posse,Óbitos - pedestres,23779,Sim,0.511327779540284,-0.04933497901637024
3548054,Santo Antonio do Aracanguá,Óbitos - pedestres,8568,Não,0.3844063843768896,0.06536288737352974
3548104,Santo Antonio do Jardim,Óbitos - pedestres,6237,Sim,0.41792407468262727,0.060987872524980696
3548203,Santo Antonio do Pinhal,Óbitos - pedestres,7294,Sim,0.6198907957490326,0.037503296033992474
3548302,Santo Expedito,Óbitos - pedestres,3063,Não,0.4777780974592953,-0.053965957657666895
3548401,Santópolis do Aguapeí,Óbitos - pedestres,3933,Não,0.30667287853713887,-0.07724539037273889
3548500,Santos,Óbitos - pedestres,429567,Sim,0.004761049041917336,-0.19427332181574483
3548609,São Bento do Sapucaí,Óbitos - pedestres,11948,Não,0.42580139950678186,-0.060107236809753294
3548708,São Bernardo do Campo,Óbitos - pedestres,840499,Sim,0.5963163931019491,-0.03535131965554453
3548807,São Caetano do Sul,Óbitos - pedestres,172109,Sim,0.9798685742276484,0.002134022098157587
3548906,São Carlos,Óbitos - pedestres,265294,Sim,0.28382509120442256,-0.07579110010341299
3549003,São Francisco,Óbitos - pedestres,2629,Não,NA,NA
3549102,São João da Boa Vista,Óbitos - pedestres,95762,Sim,0.5727680540004042,0.041602134274368076
3549201,São João das Duas Pontes,Óbitos - pedestres,2622,Não,NA,NA
3549250,São João de Iracema,Óbitos - pedestres,1880,Não,NA,NA
3549300,São João do Pau d'Alho,Óbitos - pedestres,2288,Não,0.5700997559707528,-0.04338439733263417
3549409,São Joaquim da Barra,Óbitos - pedestres,49815,Sim,0.2972221875105482,-0.07796680230628777
3549508,São José da Bela Vista,Óbitos - pedestres,7690,Não,0.5799122055642083,-0.0417893870093059
3549607,São José do Barreiro,Óbitos - pedestres,3898,Não,NA,NA
3549706,São José do Rio Pardo,Óbitos - pedestres,53416,Sim,0.6049548476316241,0.03882894364019527
3549805,São José do Rio Preto,Óbitos - pedestres,501597,Sim,0.006642415561738414,-0.18667246878707244
3549904,São José dos Campos,Óbitos - pedestres,724756,Sim,0.13560506031248842,-0.09957604472580935
3549953,São Lourenço da Serra,Óbitos - pedestres,16458,Sim,0.7502939506449678,-0.023797957328017857
3550001,São Luís do Paraitinga,Óbitos - pedestres,10497,Sim,0.2805793832539799,-0.08147801450275198
3550100,São Manuel,Óbitos - pedestres,38166,Sim,0.21384364807562778,-0.09167902261085699
3550209,São Miguel Arcanjo,Óbitos - pedestres,32904,Sim,0.6109922303667001,-0.03825833548642749
3550308,São Paulo,Óbitos - pedestres,11895578,Sim,5.949536756720895e-4,-0.21369597723430958
3550407,São Pedro,Óbitos - pedestres,39725,Sim,0.18356149918774012,0.09965161517603716
3550506,São Pedro do Turvo,Óbitos - pedestres,7333,Não,NA,NA
3550605,São Roque,Óbitos - pedestres,81342,Sim,0.36416925777495684,-0.06738588725332191
3550704,São Sebastião,Óbitos - pedestres,84019,Sim,0.46562820547159284,-0.05421679457383585
3550803,São Sebastião da Grama,Óbitos - pedestres,10484,Não,0.06062874239956249,0.1403694794415147
3550902,São Simão,Óbitos - pedestres,13590,Sim,0.34658165939709984,0.07059236958769119
3551009,São Vicente,Óbitos - pedestres,338407,Sim,0.8594607603590764,-0.012370715982963432
3551108,Sarapuí,Óbitos - pedestres,10632,Sim,0.6092711424152878,-0.03915177320262108
3551207,Sarutaiá,Óbitos - pedestres,3769,Não,NA,NA
3551306,Sebastianópolis do Sul,Óbitos - pedestres,3187,Sim,NA,NA
3551405,Serra Azul,Óbitos - pedestres,13058,Não,0.5900956982597252,0.04059061251292243
3551504,Serrana,Óbitos - pedestres,45408,Sim,0.5661352267771345,-0.04288687819523384
3551603,Serra Negra,Óbitos - pedestres,30920,Sim,0.11251408011377033,-0.11889554946789166
3551702,Sertãozinho,Óbitos - pedestres,131600,Sim,0.890653231302883,0.01027457161688931
3551801,Sete Barras,Óbitos - pedestres,12912,Sim,0.34054957011057435,-0.07147477420753733
3551900,Severínia,Óbitos - pedestres,14724,Sim,0.2530517406750056,-0.08572181950626852
3552007,Silveiras,Óbitos - pedestres,6313,Sim,NA,NA
3552106,Socorro,Óbitos - pedestres,41405,Sim,0.6159287185423965,0.037772093309408464
3552205,Sorocaba,Óbitos - pedestres,757459,Sim,0.7345090621468855,-0.022692001470215186
3552304,Sud Mennucci,Óbitos - pedestres,7466,Sim,0.9277081202098714,-0.007513404601219162
3552403,Sumaré,Óbitos - pedestres,289787,Sim,0.7773865617273377,0.020316334035808802
3552502,Suzano,Óbitos - pedestres,318765,Sim,0.520823127813552,-0.04586686820549797
3552551,Suzanápolis,Óbitos - pedestres,3464,Sim,NA,NA
3552601,Tabapuã,Óbitos - pedestres,11499,Sim,0.848103730675566,0.015026809202438323
3552700,Tabatinga,Óbitos - pedestres,14994,Não,0.5253623506515719,0.04808578944780263
3552809,Taboão da Serra,Óbitos - pedestres,284274,Sim,0.0022969997589900207,-0.2234400697448556
3552908,Taciba,Óbitos - pedestres,6399,Sim,NA,NA
3553005,Taguaí,Óbitos - pedestres,13006,Sim,0.9312671923821078,-0.006942868582544188
3553104,Taiaçu,Óbitos - pedestres,5751,Não,NA,NA
3553203,Taiúva,Óbitos - pedestres,6733,Não,0.08843457506096046,0.12803687993289598
3553302,Tambaú,Óbitos - pedestres,21682,Sim,0.21507680408400928,-0.09276243074091296
3553401,Tanabi,Óbitos - pedestres,26021,Sim,0.46653438217377896,-0.05470908643046067
3553500,Tapiraí,Óbitos - pedestres,8122,Não,0.6356384480267425,-0.03606434208585198
3553609,Tapiratiba,Óbitos - pedestres,11936,Não,0.740951506747112,-0.025187150068724712
3553658,Taquaral,Óbitos - pedestres,2652,Não,0.5385947734127231,0.0465831085275588
3553708,Taquaritinga,Óbitos - pedestres,53322,Sim,0.3156063864915269,-0.07482255885429051
3553807,Taquarituba,Óbitos - pedestres,24863,Sim,0.6925724999026839,-0.030002636827193983
3553856,Taquarivaí,Óbitos - pedestres,7112,Sim,0.9942644721419854,0.0010715227438283564
3553906,Tarabaí,Óbitos - pedestres,6635,Não,NA,NA
3553955,Tarumã,Óbitos - pedestres,15248,Sim,0.9736248523523469,0.0030801955820697322
3554003,Tatuí,Óbitos - pedestres,128560,Sim,0.21842874903862738,-0.08990947020995688
3554102,Taubaté,Óbitos - pedestres,321298,Sim,0.10991868142863129,-0.11266861162386736
3554201,Tejupá,Óbitos - pedestres,4142,Não,NA,NA
3554300,Teodoro Sampaio,Óbitos - pedestres,22559,Sim,0.017289607175402028,-0.17803530464363052
3554409,Terra Roxa,Óbitos - pedestres,7985,Sim,0.30859324370256697,0.07663672693243545
3554508,Tietê,Óbitos - pedestres,38690,Sim,0.9193860107214512,-0.007758037436618933
3554607,Timburi,Óbitos - pedestres,2490,Não,0.10554884085234295,0.12168794373787634
3554656,Torre de Pedra,Óbitos - pedestres,2063,Não,NA,NA
3554706,Torrinha,Óbitos - pedestres,9484,Sim,NA,NA
3554755,Trabiju,Óbitos - pedestres,1719,Não,0.15511863952574964,-0.10657476713961272
3554805,Tremembé,Óbitos - pedestres,53083,Sim,0.44748926215012774,0.057024207377857246
3554904,Três Fronteiras,Óbitos - pedestres,7013,Não,NA,NA
3554953,Tuiuti,Óbitos - pedestres,6947,Não,NA,NA
3555000,Tupã,Óbitos - pedestres,65416,Sim,0.5126828262313561,0.04909195752642058
3555109,Tupi Paulista,Óbitos - pedestres,16206,Sim,0.7120248789907961,-0.028570212877588357
3555208,Turiúba,Óbitos - pedestres,1839,Não,NA,NA
3555307,Turmalina,Óbitos - pedestres,1672,Não,NA,NA
3555356,Ubarana,Óbitos - pedestres,5456,Não,NA,NA
3555406,Ubatuba,Óbitos - pedestres,96598,Sim,0.29965087565246795,-0.07623523418523719
3555505,Ubirajara,Óbitos - pedestres,5265,Não,NA,NA
3555604,Uchôa,Óbitos - pedestres,10627,Não,0.06409871755178354,-0.13860880119313795
3555703,União Paulista,Óbitos - pedestres,1628,Sim,NA,NA
3555802,Urânia,Óbitos - pedestres,8973,Não,0.4955643345688332,-0.05184964559266035
3555901,Uru,Óbitos - pedestres,1419,Não,0.1728916463744668,-0.10264113515281743
3556008,Urupês,Óbitos - pedestres,14038,Sim,0.09957381056563878,-0.12380425580288287
3556107,Valentim Gentil,Óbitos - pedestres,14531,Não,0.8166449058231093,-0.01803217104292599
3556206,Valinhos,Óbitos - pedestres,131277,Sim,0.5209695348640822,0.0473937282206621
3556305,Valparaíso,Óbitos - pedestres,24723,Sim,0.2463290757534473,-0.08715549337414227
3556354,Vargem,Óbitos - pedestres,10805,Sim,1,0.00036356365817454797
3556404,Vargem Grande do Sul,Óbitos - pedestres,41226,Sim,0.8832354521083863,-0.011270473403410988
3556453,Vargem Grande Paulista,Óbitos - pedestres,52103,Sim,0.7907046342587474,-0.02001426471411063
3556503,Várzea Paulista,Óbitos - pedestres,119576,Sim,0.7141935121364876,-0.027447197143715386
3556602,Vera Cruz,Óbitos - pedestres,10294,Não,0.9117030182222742,0.009016085521462994
3556701,Vinhedo,Óbitos - pedestres,79235,Sim,0.8104219947967257,0.018072071580822784
3556800,Viradouro,Óbitos - pedestres,17681,Sim,0.45037475120211384,-0.05679070542290289
3556909,Vista Alegre do Alto,Óbitos - pedestres,8327,Sim,NA,NA
3556958,Vitória Brasil,Óbitos - pedestres,1826,Sim,NA,NA
3557006,Votorantim,Óbitos - pedestres,132849,Sim,0.9008299177217262,0.00951106953282439
3557105,Votuporanga,Óbitos - pedestres,100159,Sim,0.3635614150147587,-0.06687131162270682
3557154,Zacarias,Óbitos - pedestres,2761,Não,0.30667287853713887,-0.07724539037273889
3557204,Chavantes,Óbitos - pedestres,12411,Não,0.05515954961462909,-0.14353711412444953
3557303,Estiva Gerbi,Óbitos - pedestres,11566,Sim,0.9095700148856819,0.009523404292529453
3500105,Adamantina,Óbitos - ciclistas,35642,Sim,0.8202979028298376,0.01798865255255563
3500204,Adolfo,Óbitos - ciclistas,4478,Sim,NA,NA
3500303,Aguaí,Óbitos - ciclistas,32888,Não,0.8817267151677857,0.011704743211864982
3500402,Águas da Prata,Óbitos - ciclistas,7470,Sim,NA,NA
3500501,Águas de Lindóia,Óbitos - ciclistas,18245,Sim,0.18201522828242966,0.10052482308781088
3500550,Águas de Santa Bárbara,Óbitos - ciclistas,7407,Não,0.1251915153918926,-0.1153390075428567
3500600,Águas de São Pedro,Óbitos - ciclistas,2829,Sim,NA,NA
3500709,Agudos,Óbitos - ciclistas,38879,Sim,0.7854787980035014,-0.021037532883413652
3500758,Alambari,Óbitos - ciclistas,6330,Não,0.08844005775636596,0.12772787822072573
3500808,Alfredo Marcondes,Óbitos - ciclistas,4556,Não,0.18663228393404707,-0.09917694073609293
3500907,Altair,Óbitos - ciclistas,3479,Não,NA,NA
3501004,Altinópolis,Óbitos - ciclistas,17156,Sim,0.46034676870980673,0.05608226972267344
3501103,Alto Alegre,Óbitos - ciclistas,3883,Não,NA,NA
3501152,Alumínio,Óbitos - ciclistas,17591,Sim,0.13979578514300867,-0.11110638341284361
3501202,Álvares Florence,Óbitos - ciclistas,3978,Não,0.15567713513887965,-0.10687375928283052
3501301,Álvares Machado,Óbitos - ciclistas,28250,Não,0.848103730675566,0.015026809202438323
3501400,Álvaro de Carvalho,Óbitos - ciclistas,4896,Não,0.5509749525416405,0.04550070939764072
3501509,Alvinlândia,Óbitos - ciclistas,2923,Não,NA,NA
3501608,Americana,Óbitos - ciclistas,246655,Sim,0.7152810252107704,0.027308761653394405
3501707,Américo Brasiliense,Óbitos - ciclistas,33757,Sim,0.6199399050080021,0.03757838610125073
3501806,Américo de Campos,Óbitos - ciclistas,5975,Sim,NA,NA
3501905,Amparo,Óbitos - ciclistas,69717,Sim,0.45658801291101553,0.055674028045269275
3502002,Analândia,Óbitos - ciclistas,4684,Não,NA,NA
3502101,Andradina,Óbitos - ciclistas,61473,Sim,0.16607121443339204,-0.1033121145565275
3502200,Angatuba,Óbitos - ciclistas,24512,Sim,0.24434118479382266,0.08782695069777162
3502309,Anhembi,Óbitos - ciclistas,5766,Não,NA,NA
3502408,Anhumas,Óbitos - ciclistas,4108,Não,NA,NA
3502507,Aparecida,Óbitos - ciclistas,33223,Sim,0.7375204853617956,-0.025204637802517537
3502606,Aparecida d'Oeste,Óbitos - ciclistas,4124,Não,NA,NA
3502705,Apiaí,Óbitos - ciclistas,24886,Sim,0.1805622406836737,0.10041437597547327
3502754,Araçariguama,Óbitos - ciclistas,22168,Sim,0.23820954796444616,0.0886581742943861
3502804,Araçatuba,Óbitos - ciclistas,207775,Sim,0.0011491903013004573,-0.23709162858623126
3502903,Araçoiaba da Serra,Óbitos - ciclistas,33656,Sim,0.7982928748728141,-0.020104964617562178
3503000,Aramina,Óbitos - ciclistas,5526,Não,NA,NA
3503109,Arandu,Óbitos - ciclistas,7050,Sim,0.14757323088385482,0.10899007134783706
3503158,Arapeí,Óbitos - ciclistas,2355,Não,NA,NA
3503208,Araraquara,Óbitos - ciclistas,252318,Sim,0.5618593591231479,0.04313724154912863
3503307,Araras,Óbitos - ciclistas,135331,Sim,0.7339666280503158,-0.025507534896708758
3503356,Arco Íris,Óbitos - ciclistas,2085,Não,NA,NA
3503406,Arealva,Óbitos - ciclistas,8280,Sim,NA,NA
3503505,Areias,Óbitos - ciclistas,3625,Não,NA,NA
3503604,Areiópolis,Óbitos - ciclistas,10257,Não,NA,NA
3503703,Ariranha,Óbitos - ciclistas,7653,Não,NA,NA
3503802,Artur Nogueira,Óbitos - ciclistas,53157,Sim,0.968766274539379,0.003262537965202721
3503901,Arujá,Óbitos - ciclistas,89943,Sim,0.6838412423781786,0.030654429189627845
3503950,Aspásia,Óbitos - ciclistas,1873,Sim,NA,NA
3504008,Assis,Óbitos - ciclistas,104642,Sim,0.6244459034442305,-0.036796323944151686
3504107,Atibaia,Óbitos - ciclistas,166043,Sim,0.04896146649942125,0.14600512619892575
3504206,Auriflama,Óbitos - ciclistas,13873,Não,0.42657486437015874,0.060314893852686534
3504305,Avaí,Óbitos - ciclistas,4519,Sim,1,-0.0010581560325032724
3504404,Avanhandava,Óbitos - ciclistas,11438,Não,0.9547121143929116,0.0052907801625163625
3504503,Avaré,Óbitos - ciclistas,96098,Sim,0.95751059957571,0.004412023099230699
3504602,Bady Bassitt,Óbitos - ciclistas,28909,Não,0.13233766225136445,-0.11322269547785016
3504701,Balbinos,Óbitos - ciclistas,3963,Não,NA,NA
3504800,Bálsamo,Óbitos - ciclistas,9854,Não,0.02563414667320292,0.16694660054817947
3504909,Bananal,Óbitos - ciclistas,10109,Sim,0.13233766225136445,-0.11322269547785016
3505005,Barão de Antonina,Óbitos - ciclistas,3618,Não,0.5700997559707528,-0.04338439733263417
3505104,Barbosa,Óbitos - ciclistas,5659,Não,NA,NA
3505203,Bariri,Óbitos - ciclistas,32405,Sim,0.6506392984298162,-0.034288727802507406
3505302,Barra Bonita,Óbitos - ciclistas,35159,Sim,0.1735353843912616,-0.10218230257658059
3505351,Barra do Chapéu,Óbitos - ciclistas,5256,Não,NA,NA
3505401,Barra do Turvo,Óbitos - ciclistas,6922,Sim,0.23302620839151553,-0.08994326276277816
3505500,Barretos,Óbitos - ciclistas,126600,Sim,0.4693778091902435,0.05382387922783076
3505609,Barrinha,Óbitos - ciclistas,33181,Não,0.6909743002727755,-0.0306865249425949
3505708,Barueri,Óbitos - ciclistas,330339,Sim,0.7117462316186844,-0.027757006187582606
3505807,Bastos,Óbitos - ciclistas,21900,Sim,0.6495958812836151,-0.03491914907260799
3505906,Batatais,Óbitos - ciclistas,59873,Sim,0.7792084395480884,-0.02143045487656713
3506003,Bauru,Óbitos - ciclistas,391740,Sim,0.10941678767994797,0.11867890077208954
3506102,Bebedouro,Óbitos - ciclistas,78210,Sim,0.9245557688072643,0.0074736423296211385
3506201,Bento de Abreu,Óbitos - ciclistas,2642,Não,NA,NA
3506300,Bernardino de Campos,Óbitos - ciclistas,11852,Sim,0.42657486437015874,-0.060314893852686534
3506359,Bertioga,Óbitos - ciclistas,66873,Sim,0.6400151987154834,0.03482554980661035
3506409,Bilac,Óbitos - ciclistas,7455,Não,0.8957336588174393,-0.010518766441706826
3506508,Birigui,Óbitos - ciclistas,122988,Sim,0.44449019921993405,0.05662901922420898
3506607,Biritiba Mirim,Óbitos - ciclistas,30526,Sim,0.23881973197811154,-0.08820291069236913
3506706,Boa Esperança do Sul,Óbitos - ciclistas,13135,Sim,NA,NA
3506805,Bocaina,Óbitos - ciclistas,11467,Sim,NA,NA
3506904,Bofete,Óbitos - ciclistas,10688,Não,NA,NA
3507001,Boituva,Óbitos - ciclistas,63415,Sim,0.360060709840368,0.06825633383010432
3507100,Bom Jesus dos Perdões,Óbitos - ciclistas,22501,Sim,0.9598678959345499,-0.004286090975313426
3507159,Bom Sucesso de Itararé,Óbitos - ciclistas,3610,Não,NA,NA
3507209,Borá,Óbitos - ciclistas,928,Não,NA,NA
3507308,Boracéia,Óbitos - ciclistas,4823,Não,NA,NA
3507407,Borborema,Óbitos - ciclistas,14415,Não,0.09624028653837755,-0.12472251638023808
3507456,Borebi,Óbitos - ciclistas,2787,Não,NA,NA
3507506,Botucatu,Óbitos - ciclistas,150442,Sim,0.7406537901152699,0.024989066594691654
3507605,Bragança Paulista,Óbitos - ciclistas,184634,Sim,0.9395795128510508,-0.005909308827246879
3507704,Braúna,Óbitos - ciclistas,5466,Não,NA,NA
3507753,Brejo Alegre,Óbitos - ciclistas,2605,Não,NA,NA
3507803,Brodowski,Óbitos - ciclistas,26167,Sim,0.7354697753153349,0.025716545851880556
3507902,Brotas,Óbitos - ciclistas,24423,Sim,NA,NA
3508009,Buri,Óbitos - ciclistas,20674,Sim,0.2546406180788838,0.08565281245389844
3508108,Buritama,Óbitos - ciclistas,17597,Sim,0.4279911721437585,0.05948568395531871
3508207,Buritizal,Óbitos - ciclistas,4447,Sim,NA,NA
3508306,Cabrália Paulista,Óbitos - ciclistas,4362,Não,NA,NA
3508405,Cabreúva,Óbitos - ciclistas,48473,Sim,0.979397994018236,-0.002398030785961645
3508504,Caçapava,Óbitos - ciclistas,99678,Sim,0.5724823892340604,0.04204990564674278
3508603,Cachoeira Paulista,Óbitos - ciclistas,32482,Sim,0.741200408583403,-0.025025011870858215
3508702,Caconde,Óbitos - ciclistas,17266,Não,0.2560364353464679,0.08571063863276507
3508801,Cafelândia,Óbitos - ciclistas,16905,Sim,NA,NA
3508900,Caiabu,Óbitos - ciclistas,3745,Sim,NA,NA
3509007,Caieiras,Óbitos - ciclistas,98257,Sim,0.7546528410307146,0.024042894723901316
3509106,Caiuá,Óbitos - ciclistas,5585,Não,0.9095700148856819,0.009523404292529453
3509205,Cajamar,Óbitos - ciclistas,97363,Sim,0.19818564765177604,0.09643704694455209
